#Tag1,Tag2,Startframe,Stopframe,Starttime,Stoptime,Box,Xcoor1,Ycoor1,Angle1,Xcoor2,Ycorr2,Angle2,Direction,Detections
25,49,643572,643588,1390278817.41,1390278825.4,62,1731,282,-268,1850,445,12007,-2,14
49,220,643576,643579,1390278819.41,1390278820.91,62,1897,471,11368,1944,250,6445,4,4
49,220,643595,643595,1390278828.9,1390278828.9,62,1731,257,3794,1900,263,9921,1,1
25,220,643621,643621,1390278841.9,1390278841.9,62,1749,262,-105,2010,189,5521,1,1
24,220,643700,643701,1390278881.41,1390278881.91,62,576,1957,1341,566,1755,14471,2,2
24,49,643731,643736,1390278896.91,1390278899.41,62,896,1549,-12326,799,1605,10066,3,4
49,220,644030,644040,1390279046.41,1390279051.41,62,2401,3385,6531,2541,3345,-6967,9,9
220,437,644173,644174,1390279117.91,1390279118.41,62,1436,3559,-16977,1236,3350,9378,2,2
220,437,644237,644263,1390279149.91,1390279162.91,62,1391,3435,15833,1242,3349,8885,27,27
24,220,644296,644326,1390279179.41,1390279194.41,62,174,2563,-6102,285,2682,9225,15,31
192,220,644400,644403,1390279231.41,1390279232.91,62,517,2497,14057,312,2534,8995,0,4
192,220,644549,644550,1390279305.9,1390279306.39,62,991,2491,-4892,750,2488,821,-2,2
192,437,644650,644653,1390279356.39,1390279357.89,62,804,2714,-723,611,2850,10677,-4,4
24,44,644951,644969,1390279506.89,1390279515.89,62,804,2610,-8787,844,2746,-977,19,19
24,44,645014,645017,1390279538.4,1390279539.9,62,763,2914,6564,845,2740,-228,4,4
24,44,645025,645057,1390279543.9,1390279559.9,62,756,2752,5566,888,2683,-5040,22,22
24,44,645064,645069,1390279563.4,1390279565.9,62,727,2556,874,903,2673,-6561,6,6
24,44,645078,645090,1390279570.4,1390279576.4,62,770,2772,-1697,926,2656,-7428,-1,10
24,44,645136,645161,1390279599.4,1390279611.9,62,805,2728,3581,933,2641,-7566,26,26
24,44,645169,645175,1390279615.9,1390279618.9,62,774,2478,1361,922,2619,-7278,5,5
24,44,645190,645192,1390279626.4,1390279627.4,62,997,2427,-15395,861,2315,2187,0,3
44,220,645197,645201,1390279629.9,1390279631.9,62,953,1924,5249,894,1755,-16437,5,5
24,44,645203,645203,1390279632.9,1390279632.9,62,843,2219,11791,957,1945,3621,1,1
24,220,645229,645229,1390279645.9,1390279645.9,62,654,2048,11291,486,1871,17621,1,1
24,220,645236,645239,1390279649.39,1390279650.89,62,613,1892,14541,455,1974,-6977,4,4
24,220,645244,645244,1390279653.39,1390279653.39,62,483,1958,-14608,519,2239,-5478,1,1
24,220,645494,645495,1390279778.39,1390279778.89,62,1526,1591,5341,1549,1414,-16327,2,2
24,220,645544,645550,1390279803.39,1390279806.37,62,1435,1737,15719,1491,1572,-10663,-7,7
24,25,645649,645649,1390279855.87,1390279855.87,62,1077,1511,3191,1276,1644,10494,0,1
25,220,645653,645670,1390279857.87,1390279866.37,62,1362,1603,3376,1430,1676,9053,-11,12
24,220,645715,645734,1390279888.87,1390279898.37,62,1486,1721,6906,1617,1560,-7728,3,20
24,220,645741,645757,1390279901.87,1390279909.87,62,1453,1580,7176,1630,1555,-8149,14,14
24,220,645765,645782,1390279913.87,1390279922.37,62,1631,1682,7132,1599,1569,-8160,-4,17
24,220,645805,645806,1390279933.87,1390279934.37,62,1565,1393,-13158,1517,1661,-7878,2,2
24,220,645812,645812,1390279937.37,1390279937.37,62,1506,1443,-13908,1514,1674,-9178,1,1
24,220,645864,645864,1390279963.37,1390279963.37,62,1305,1750,16691,1563,1686,-13778,-1,1
25,220,645898,645903,1390279980.37,1390279982.87,62,1351,1596,-817,1601,1664,-16628,0,6
24,220,645935,645946,1390279998.87,1390280004.37,62,1570,1477,-7792,1571,1690,10449,0,12
24,220,645951,645957,1390280006.87,1390280009.87,62,1518,1441,-9447,1620,1598,7221,2,5
24,220,645963,645973,1390280012.87,1390280017.87,62,1758,1550,-11159,1633,1598,7060,4,10
24,387,646065,646065,1390280063.87,1390280063.87,62,673,387,-13908,396,572,1231,-1,1
24,387,646076,646077,1390280069.37,1390280069.87,62,633,328,-10607,776,508,10631,-2,2
25,220,646154,646161,1390280108.37,1390280111.87,62,1599,1450,-430,1748,1318,-6365,-1,8
44,98,646185,646185,1390280123.87,1390280123.87,62,1370,4274,4021,1474,3943,8883,1,1
192,44,646195,646195,1390280128.87,1390280128.87,62,1139,3339,6007,1230,3585,11921,-1,1
44,98,646217,646223,1390280139.87,1390280142.87,62,1541,3355,6980,1801,3252,-17722,1,5
220,387,646220,646223,1390280141.37,1390280142.87,62,1784,1265,-14731,1527,1453,3230,-1,4
220,387,646228,646228,1390280145.37,1390280145.37,62,1815,1290,17721,1772,1062,4631,1,1
220,387,646236,646251,1390280149.37,1390280156.87,62,1739,1383,12996,1820,1209,-9920,-4,11
192,98,646286,646291,1390280174.37,1390280176.87,62,1125,3321,4676,1263,3460,17608,-4,4
220,387,646305,646305,1390280183.87,1390280183.87,62,1916,1252,-4278,2256,1265,2631,1,1
192,44,646323,646323,1390280192.87,1390280192.87,62,1068,3382,4307,1120,3549,9121,-1,1
220,387,646327,646330,1390280194.87,1390280196.37,62,1939,1313,-3728,2068,1441,-13339,4,4
44,98,646401,646406,1390280231.87,1390280234.37,62,1799,3693,16387,1644,3506,349,6,6
44,98,646408,646414,1390280235.37,1390280238.37,62,1790,3722,15530,1930,3569,-7216,-6,6
98,220,646577,646577,1390280319.86,1390280319.86,62,2765,1096,2083,2627,1314,8521,-1,1
98,220,646582,646621,1390280322.36,1390280341.86,62,2571,1247,-6328,2661,1326,6748,17,33
98,220,646648,646651,1390280355.36,1390280356.86,62,2816,1253,14908,2708,1190,10071,4,4
98,220,646656,646661,1390280359.36,1390280361.86,62,2636,1104,-13264,2706,1214,10237,-6,6
24,192,646670,646677,1390280366.36,1390280369.86,62,997,2302,-4467,1110,2431,-12033,6,6
98,220,646689,646722,1390280375.86,1390280392.36,62,2636,1080,-1791,2729,1209,9312,5,27
98,220,646731,646737,1390280396.86,1390280399.86,62,2695,1137,-3293,2786,1214,7254,4,6
98,220,646881,646891,1390280471.86,1390280476.86,62,2705,1879,11818,2665,1693,-14414,9,11
98,220,646909,646924,1390280485.86,1390280493.36,62,2510,1555,-4678,2674,1686,-17677,4,16
98,220,646926,646933,1390280494.36,1390280497.86,62,2886,1618,-10096,2650,1717,-17365,8,8
24,220,647275,647290,1390280668.85,1390280676.35,62,484,1926,-9086,521,2175,14692,-7,14
24,220,647319,647332,1390280690.85,1390280697.35,62,676,2153,-9522,633,2285,-827,12,14
24,98,647337,647338,1390280699.85,1390280700.35,62,906,2211,-7058,1113,2202,-12766,0,2
98,215,647338,647338,1390280700.35,1390280700.35,62,1112,2221,-13016,1151,2382,4633,0,1
24,220,647339,647340,1390280700.85,1390280701.35,62,855,2299,-8407,636,2296,-3027,0,2
24,98,647342,647345,1390280702.35,1390280703.85,62,881,2469,-3962,1014,2338,-12063,-4,4
98,220,647346,647352,1390280704.35,1390280707.35,62,736,2197,-15141,635,2307,-3177,6,7
98,220,647357,647358,1390280709.85,1390280710.35,62,719,2457,-11265,611,2338,-3827,-2,2
98,437,647369,647370,1390280715.85,1390280716.35,62,1041,3273,983,1252,3345,10128,1,2
24,220,647373,647391,1390280717.85,1390280726.85,62,631,2230,-11746,624,2431,-4572,17,17
24,220,647398,647412,1390280730.35,1390280737.35,62,647,2323,-11912,581,2498,-5047,8,8
24,220,647419,647424,1390280740.85,1390280743.35,62,631,2292,-14168,587,2539,-9077,3,3
24,98,647443,647447,1390280752.85,1390280754.85,62,413,3256,-16024,342,3044,-3749,-3,3
24,220,647512,647550,1390280787.35,1390280806.34,62,854,2182,-15292,715,2287,-2280,35,39
24,220,647562,647569,1390280812.34,1390280815.86,62,723,2132,-14883,686,2309,-890,8,8
98,437,647576,647580,1390280819.34,1390280821.34,62,1437,3460,17381,1259,3345,10297,5,5
24,44,647595,647601,1390280828.84,1390280831.84,62,973,1884,5817,887,1674,21,2,5
24,192,647602,647608,1390280832.34,1390280835.34,62,934,1690,9807,766,1510,-1966,0,6
24,192,647610,647615,1390280836.34,1390280838.84,62,936,1671,8161,1068,1520,-592,3,3
44,98,647798,647816,1390280930.34,1390280939.34,62,282,3276,-12080,240,3481,9557,-3,16
24,44,647892,647894,1390280977.34,1390280978.34,62,747,1327,14890,748,1108,-9444,-2,3
192,220,647901,647905,1390280981.84,1390280983.84,62,1193,2278,2869,1292,2099,-14038,-1,5
98,437,648025,648026,1390281043.83,1390281044.33,62,1906,4270,15233,1734,4088,-871,1,2
192,215,648059,648059,1390281060.83,1390281060.83,62,1456,1771,15007,1274,1739,-9166,1,1
98,220,648135,648153,1390281098.83,1390281107.83,62,1195,2038,331,1208,2034,-12715,8,14
98,220,648161,648179,1390281111.83,1390281120.83,62,611,1849,295,792,1878,13926,-1,14
25,98,648182,648183,1390281122.33,1390281122.83,62,879,1642,-15054,980,1811,9333,-2,2
25,220,648182,648208,1390281122.33,1390281135.34,62,832,1668,-14228,791,1888,13261,0,22
25,98,648193,648194,1390281127.83,1390281128.33,62,832,1684,-12554,1027,1664,17983,-2,2
98,220,648198,648212,1390281130.33,1390281137.34,62,819,1844,-12589,784,1901,13040,5,15
25,220,648213,648239,1390281137.84,1390281150.84,62,820,1699,-17232,764,1879,12866,3,22
25,98,648245,648282,1390281153.84,1390281172.34,62,745,1690,15106,710,1611,-5306,-11,24
98,220,648262,648278,1390281162.34,1390281170.34,62,618,1704,-1605,674,1878,14045,-7,13
215,437,648266,648269,1390281164.34,1390281165.84,62,2589,4106,-12534,2616,4312,13128,-1,4
98,387,648278,648281,1390281170.34,1390281171.84,62,653,1634,3384,891,1561,16530,-1,3
98,220,648291,648309,1390281176.84,1390281185.84,62,861,1923,14966,679,1840,8126,17,17
25,220,648293,648309,1390281177.84,1390281185.84,62,717,1666,16141,682,1836,7618,-17,17
25,98,648301,648302,1390281181.84,1390281182.34,62,725,1671,16393,841,1868,11583,-2,2
25,98,648316,648328,1390281189.34,1390281195.34,62,572,1760,-12880,606,1897,7980,0,8
25,220,648317,648321,1390281189.84,1390281191.84,62,577,1767,-12929,716,1828,7445,-4,4
25,98,648340,648350,1390281201.34,1390281206.34,62,443,1878,16054,521,1754,-7266,-11,11
25,215,648533,648533,1390281297.84,1390281297.84,62,435,2039,9094,259,2302,1833,-1,1
25,215,648546,648546,1390281304.33,1390281304.33,62,322,1949,-15705,363,2131,5733,-1,1
98,387,648581,648594,1390281321.83,1390281328.33,62,2098,4276,-16024,1999,4393,-75,3,12
44,215,648600,648601,1390281331.33,1390281331.83,62,690,1647,8770,619,1327,-7116,0,2
25,44,648601,648609,1390281331.83,1390281335.83,62,937,1525,15550,725,1560,6952,3,7
25,215,648607,648607,1390281334.83,1390281334.83,62,939,1532,15294,773,1314,-1566,0,1
44,215,648609,648610,1390281335.83,1390281336.33,62,719,1485,8171,789,1295,-1216,2,2
24,98,648610,648610,1390281336.33,1390281336.33,62,2064,607,-10208,2219,854,17683,-1,1
98,220,648611,648617,1390281336.83,1390281339.83,62,1989,891,-17900,1831,931,-5647,7,7
24,98,648637,648637,1390281349.83,1390281349.83,62,2267,1578,-10008,2321,1724,3883,1,1
98,220,648641,648641,1390281351.83,1390281351.83,62,1964,1017,14983,1834,965,-11678,1,1
215,220,648642,648642,1390281352.33,1390281352.33,62,1718,1224,5433,1834,959,-10678,0,1
98,220,648654,648654,1390281358.33,1390281358.33,62,1800,974,-5516,1860,1039,-11478,1,1
98,387,648665,648669,1390281363.83,1390281365.83,62,1758,1221,-7690,1758,1349,8508,0,4
220,387,648667,648670,1390281364.83,1390281366.33,62,1868,1026,-11378,1810,1316,8711,0,4
98,220,648671,648671,1390281366.83,1390281366.83,62,1903,1249,-1416,1869,1026,-11478,-1,1
98,220,648682,648691,1390281372.33,1390281376.83,62,1933,1128,10350,1872,1000,-11779,4,9
24,44,648685,648705,1390281373.83,1390281383.83,62,980,3904,-16444,821,4005,-3844,15,20
220,387,648704,648705,1390281383.33,1390281383.83,62,1847,993,-11328,1853,1141,631,2,2
25,98,648756,648758,1390281409.33,1390281410.33,62,944,1522,13227,767,1471,1381,0,3
25,98,648777,648787,1390281419.83,1390281424.83,62,898,1538,16384,776,1517,-4781,2,11
25,98,648816,648818,1390281439.33,1390281440.33,62,923,1538,15194,923,1690,9083,-2,2
98,220,648836,648845,1390281449.33,1390281453.83,62,1906,930,-5566,2049,1019,6995,8,8
98,220,648902,648921,1390281482.31,1390281491.81,62,2164,750,17416,2081,737,4007,5,18
25,44,649225,649225,1390281643.82,1390281643.82,62,919,1472,7794,1072,1671,-15778,-1,1
44,387,649294,649294,1390281678.32,1390281678.32,62,819,1294,-4878,744,1033,-11868,-1,1
25,44,649296,649301,1390281679.32,1390281681.82,62,967,1446,7960,804,1391,-6652,-3,4
25,387,649301,649306,1390281681.82,1390281684.32,62,979,1452,6968,753,1592,-1064,-4,4
44,387,649301,649301,1390281681.82,1390281681.82,62,804,1392,-6278,727,1539,-1768,0,1
98,387,649310,649311,1390281686.32,1390281686.82,62,394,1390,-4966,677,1480,1230,2,2
25,44,649312,649319,1390281687.32,1390281690.82,62,945,1440,10877,804,1367,-6528,0,6
44,387,649312,649315,1390281687.32,1390281688.82,62,805,1372,-6678,750,1495,1898,1,3
25,387,649314,649315,1390281688.32,1390281688.82,62,945,1441,10944,775,1497,2381,-2,2
44,98,649316,649319,1390281689.32,1390281690.82,62,800,1357,-6328,621,1394,-966,-2,2
25,387,649320,649322,1390281691.32,1390281692.32,62,939,1442,11660,809,1564,1275,-3,3
98,387,649320,649320,1390281691.32,1390281691.32,62,668,1402,-1216,777,1518,3631,1,1
25,98,649322,649324,1390281692.32,1390281693.32,62,941,1442,11694,788,1512,-2149,-3,3
25,44,649326,649331,1390281694.32,1390281696.82,62,942,1454,11693,794,1485,-6809,2,5
44,387,649331,649331,1390281696.82,1390281696.82,62,815,1586,-4878,807,1374,-16368,-1,1
25,387,649331,649334,1390281696.82,1390281698.32,62,960,1474,9826,771,1437,-11357,1,3
25,98,649345,649347,1390281703.82,1390281704.82,62,982,1499,11527,842,1590,-2982,-3,3
25,98,649367,649367,1390281714.82,1390281714.82,62,849,1508,15094,693,1488,-11716,1,1
220,437,649446,649446,1390281754.32,1390281754.32,62,2145,816,3321,1958,706,-1221,-1,1
25,178,649490,649490,1390281776.32,1390281776.32,62,864,1531,14094,691,1393,-1453,0,1
25,178,649500,649507,1390281781.32,1390281784.82,62,874,1508,13827,692,1392,-2036,0,6
98,387,649526,649539,1390281794.31,1390281800.81,62,1644,3540,6557,1652,3472,-10026,2,12
387,437,649553,649553,1390281807.81,1390281807.81,62,994,3444,15431,988,3180,4578,1,1
387,437,649559,649559,1390281810.81,1390281810.81,62,862,3380,11931,988,3180,4578,1,1
387,437,649573,649578,1390281817.81,1390281820.31,62,975,3386,10359,988,3179,4511,3,3
387,437,649617,649624,1390281839.81,1390281843.31,62,735,3194,-4141,989,3180,4478,8,8
25,98,649807,649807,1390281934.8,1390281934.8,62,915,1476,17294,805,1340,7983,1,1
387,437,649871,649882,1390281966.8,1390281972.3,62,570,3463,4980,772,3316,-16725,1,11
192,220,650095,650110,1390282078.8,1390282086.3,62,2375,895,17390,2172,791,7799,7,7
220,387,650114,650117,1390282088.3,1390282089.8,62,2164,781,4121,2169,1017,9280,-4,4
192,220,650116,650130,1390282089.3,1390282096.3,62,2385,863,12407,2159,780,4182,-10,13
192,387,650118,650124,1390282090.3,1390282093.3,62,2397,889,12764,2210,967,6387,-2,7
24,192,650142,650142,1390282102.3,1390282102.3,62,474,1422,11991,517,1165,-7292,0,1
220,387,650142,650145,1390282102.3,1390282103.8,62,2180,777,5446,2064,679,-4592,-4,4
192,387,650213,650216,1390282137.8,1390282139.3,62,1104,2395,-5853,1199,2210,-13217,-4,4
98,220,650215,650232,1390282138.8,1390282147.3,62,2373,859,16773,2259,834,-1843,3,17
98,220,650243,650244,1390282152.8,1390282153.3,62,2107,926,3083,2364,922,-4278,2,2
24,220,650249,650270,1390282155.8,1390282166.3,62,2396,1117,4488,2494,957,-7319,8,17
24,98,650258,650258,1390282160.3,1390282160.3,62,2399,1104,3991,2627,990,-12316,0,1
98,220,650258,650258,1390282160.3,1390282160.3,62,2627,990,-12316,2521,975,-6378,-1,1
98,220,650266,650266,1390282164.3,1390282164.3,62,2607,974,-13616,2440,876,-8078,0,1
24,98,650266,650266,1390282164.3,1390282164.3,62,2409,1144,4291,2607,974,-13616,0,1
25,387,650275,650283,1390282168.8,1390282172.8,62,124,1075,5308,266,1056,15836,2,7
25,387,650296,650296,1390282179.31,1390282179.31,62,129,1074,7294,29,903,1031,0,1
25,98,650306,650310,1390282184.31,1390282186.31,62,146,1068,7153,32,872,-8656,-4,5
25,387,650376,650378,1390282219.31,1390282220.31,62,155,822,-6038,234,979,8674,0,3
24,25,650507,650514,1390282284.81,1390282288.31,62,670,1122,11553,668,1404,5431,-8,8
24,25,650560,650562,1390282311.29,1390282312.29,62,1420,187,-14047,1248,140,4694,1,3
24,25,650575,650576,1390282318.79,1390282319.29,62,1416,215,-15808,1223,147,3794,2,2
192,98,650659,650659,1390282360.78,1390282360.78,62,1596,3197,17007,1803,3276,12483,-1,1
24,192,650698,650701,1390282380.28,1390282381.78,62,1565,3329,5641,1768,3208,-14991,0,2
25,387,650767,650775,1390282414.78,1390282418.78,62,275,1094,-14060,330,1272,10067,-8,9
98,437,650871,650871,1390282466.78,1390282466.78,62,298,3364,10583,130,3099,-2621,0,1
98,437,650873,650873,1390282467.78,1390282467.78,62,260,3201,9883,372,2978,1978,1,1
25,192,650874,650877,1390282468.28,1390282469.78,62,271,1081,-12905,370,1265,10268,-3,4
98,437,650914,650923,1390282488.28,1390282492.78,62,845,3099,9292,833,2949,2033,9,9
25,192,650925,650932,1390282493.78,1390282497.28,62,438,1212,-6605,477,1408,3665,1,8
24,98,650926,650953,1390282494.28,1390282507.78,62,813,2788,-10265,632,2780,1810,-18,22
24,437,650931,650953,1390282496.78,1390282507.78,62,808,2809,-9939,831,2958,2296,22,22
98,437,650956,650960,1390282509.28,1390282511.28,62,634,2881,-5150,825,2975,3178,5,5
24,98,650967,650969,1390282514.78,1390282515.78,62,965,3348,-1808,1149,3369,7249,3,3
98,437,651014,651014,1390282538.28,1390282538.28,62,962,3109,6483,908,3056,-221,-1,1
98,437,651021,651040,1390282541.78,1390282551.28,62,948,3173,8515,895,3054,-32,9,18
98,437,651045,651048,1390282553.78,1390282555.28,62,863,3214,13381,893,3054,-71,4,4
24,44,651074,651077,1390282568.29,1390282569.79,62,1550,3307,16791,1420,3496,11055,0,3
192,220,651103,651104,1390282582.79,1390282583.29,62,881,534,-1991,1067,385,9571,2,2
25,192,651107,651111,1390282584.79,1390282586.79,62,459,1202,-6504,636,1127,-13699,-4,5
24,44,651107,651122,1390282584.79,1390282592.29,62,1453,3438,-17015,1279,3359,9939,16,16
25,98,651122,651130,1390282592.29,1390282596.29,62,434,1208,-6119,560,1178,12330,2,7
24,44,651146,651146,1390282604.29,1390282604.29,62,1441,3487,15191,1255,3359,8621,1,1
25,98,651149,651161,1390282605.79,1390282611.79,62,553,1158,-1404,611,1163,13318,-4,11
24,44,651164,651168,1390282613.29,1390282615.29,62,1418,3442,14130,1239,3355,7740,5,5
24,44,651185,651200,1390282623.79,1390282631.29,62,1376,3502,17595,1229,3357,7664,16,16
25,263,651194,651195,1390282628.29,1390282628.79,62,547,1146,193,343,1233,5041,-2,2
24,44,651214,651230,1390282638.29,1390282646.29,62,1337,3594,14183,1237,3360,8391,17,17
24,44,651236,651259,1390282649.29,1390282660.79,62,1308,3579,14045,1235,3359,8316,20,20
220,263,651238,651241,1390282650.29,1390282651.79,62,1066,387,9346,1268,438,15241,-4,4
25,263,651251,651257,1390282656.79,1390282659.79,62,225,933,7394,256,699,-6833,-2,4
24,44,651269,651271,1390282665.79,1390282666.79,62,1347,3664,15156,1253,3381,9087,3,3
263,437,651279,651279,1390282670.79,1390282670.79,62,776,3272,9342,883,3061,4278,1,1
24,44,651280,651285,1390282671.29,1390282673.79,62,1363,3466,13490,1206,3363,8020,4,4
44,263,651288,651289,1390282675.29,1390282675.79,62,1011,3461,15921,978,3224,4092,2,2
24,44,651304,651304,1390282683.29,1390282683.29,62,926,3376,15691,760,3489,-778,-1,1
24,437,651306,651318,1390282684.29,1390282690.29,62,832,3233,11173,881,3054,4014,11,11
24,437,651357,651369,1390282709.79,1390282715.79,62,727,2980,-8323,890,3062,4077,13,13
24,44,651401,651411,1390282731.79,1390282736.79,62,1002,3543,-832,1202,3369,5483,8,8
24,44,651434,651449,1390282748.29,1390282755.79,62,1321,3436,16104,1191,3374,5071,14,14
44,220,651607,651611,1390282834.77,1390282836.77,62,1342,331,17946,1125,376,10920,4,4
25,98,651623,651627,1390282842.76,1390282844.76,62,751,1368,11193,665,1285,-10888,3,5
25,44,651626,651633,1390282844.26,1390282847.76,62,774,1365,11765,590,1132,-5731,-2,7
25,98,651656,651656,1390282859.26,1390282859.26,62,701,1342,11194,847,1387,15883,-1,1
24,98,651722,651723,1390282892.26,1390282892.76,62,715,1143,7241,593,946,16333,2,2
24,25,651760,651762,1390282911.26,1390282912.26,62,635,950,15824,565,748,7227,3,3
24,220,651948,651951,1390283005.27,1390283006.77,62,1114,458,6765,1351,355,-1911,3,3
25,44,651967,651969,1390283014.77,1390283015.77,62,882,1685,-6405,1062,1890,10224,1,3
220,592,652009,652012,1390283035.77,1390283037.27,62,412,2179,-17325,357,2381,11742,0,4
98,220,652059,652073,1390283060.77,1390283067.77,62,594,1333,-6547,741,1343,10702,1,13
25,592,652064,652068,1390283063.27,1390283065.27,62,914,1703,-6524,832,1972,2596,-1,5
25,98,652082,652091,1390283072.27,1390283076.77,62,906,1672,-6255,878,1856,5556,2,6
24,44,652165,652177,1390283113.77,1390283119.77,62,858,3331,-1766,1011,3276,6436,13,13
24,44,652182,652185,1390283122.27,1390283123.77,62,881,3347,689,1010,3297,7146,4,4
24,44,652193,652199,1390283127.77,1390283130.77,62,854,3475,-2598,977,3441,11793,7,7
25,263,652254,652254,1390283158.27,1390283158.27,62,872,1627,-4205,892,1424,-9257,-1,1
24,592,652269,652285,1390283165.77,1390283173.77,62,787,2713,-10515,639,2618,-4531,-13,14
263,437,652287,652287,1390283174.77,1390283174.77,62,1156,3725,10742,1164,3519,-1021,1,1
24,592,652291,652296,1390283176.77,1390283179.27,62,747,2804,-10427,622,2611,-939,-5,5
24,263,652299,652305,1390283180.77,1390283183.77,62,728,2879,-8533,561,2874,5145,-3,4
24,437,652338,652339,1390283200.27,1390283200.77,62,1047,3416,-108,1231,3348,9227,2,2
24,437,652344,652351,1390283203.27,1390283206.77,62,1113,3416,-108,1251,3347,9765,8,8
24,437,652444,652445,1390283253.27,1390283253.77,62,976,3498,-2858,1197,3338,6228,2,2
25,263,652474,652474,1390283268.27,1390283268.27,62,877,1684,-7305,729,1448,-1257,-1,1
25,263,652649,652649,1390283355.75,1390283355.75,62,868,1684,-7205,1034,1812,6542,1,1
24,437,652653,652667,1390283357.75,1390283364.75,62,1193,3592,254,1348,3493,-13461,-3,11
24,437,652682,652684,1390283372.25,1390283373.25,62,1566,3388,7824,1738,3389,-14002,-3,3
98,220,652697,652709,1390283379.75,1390283385.75,62,421,231,-10906,354,380,14493,10,11
24,25,652751,652815,1390283406.75,1390283438.75,62,892,1596,-15168,844,1697,-6414,39,56
24,263,652837,652845,1390283449.75,1390283453.75,62,635,1718,1296,777,1806,11631,1,7
24,25,652843,652848,1390283452.75,1390283455.25,62,657,1721,541,555,1566,-11737,-6,6
24,263,652850,652858,1390283456.25,1390283460.25,62,675,1723,128,758,1576,13806,8,8
24,25,652861,652871,1390283461.75,1390283466.75,62,683,1729,227,495,1635,-8604,-11,11
24,263,652870,652870,1390283466.25,1390283466.25,62,684,1729,191,840,1814,5242,1,1
24,25,652877,652877,1390283469.75,1390283469.75,62,521,1778,-1108,543,1615,-12005,-1,1
24,25,652895,652914,1390283478.75,1390283488.25,62,551,1994,-4283,635,2178,-16305,4,18
24,592,652961,652969,1390283511.75,1390283515.75,62,892,2068,-557,989,1868,-8822,-4,8
24,263,653035,653037,1390283548.75,1390283549.75,62,870,1381,14991,990,1586,9142,-3,3
24,263,653076,653076,1390283569.25,1390283569.25,62,1344,1738,10091,1549,1779,-14357,-1,1
220,263,653090,653098,1390283576.25,1390283580.25,62,296,240,982,323,349,11997,-2,8
25,263,653203,653203,1390283632.75,1390283632.75,62,872,2409,4694,687,2611,-57,-1,1
220,263,653214,653214,1390283638.25,1390283638.25,62,1698,3526,-14678,1944,3356,-10157,-1,1
220,263,653283,653283,1390283672.76,1390283672.76,62,2002,3334,1221,1732,3499,9542,-1,1
263,592,653294,653295,1390283678.26,1390283678.76,62,2278,2038,7742,2315,1862,17717,2,2
118,215,653535,653536,1390283798.73,1390283799.23,62,1947,1062,16279,1758,1195,6633,0,2
98,118,653544,653545,1390283803.23,1390283803.73,62,1747,1544,12033,1708,1274,-12520,1,2
263,592,653608,653608,1390283835.23,1390283835.23,62,492,3339,-10057,281,3373,-2282,0,1
98,592,653625,653629,1390283843.73,1390283845.73,62,802,2794,-7616,658,2938,5417,0,2
98,263,653631,653635,1390283846.73,1390283848.73,62,755,2868,-17391,513,2964,7912,0,5
98,592,653634,653640,1390283848.23,1390283851.23,62,686,2815,13432,646,2652,-1473,2,7
263,592,653635,653636,1390283848.73,1390283849.23,62,500,2819,11241,648,2665,-1882,2,2
98,263,653642,653645,1390283852.23,1390283853.73,62,619,2689,8483,785,2627,-8457,0,2
25,118,653776,653778,1390283919.23,1390283920.23,62,549,3640,8894,345,3659,3779,-3,3
25,118,653781,653782,1390283921.73,1390283922.23,62,551,3644,9144,636,3505,-2670,2,2
25,592,653795,653795,1390283928.73,1390283928.73,62,478,3792,8994,606,3550,-7982,0,1
44,263,653880,653889,1390283971.23,1390283975.73,62,1068,1743,-9689,1106,1933,9105,-1,9
24,44,653913,653921,1390283987.73,1390283991.73,62,862,2457,-11763,710,2304,-3033,-9,9
24,25,653970,653982,1390284016.24,1390284022.24,62,1194,3547,4480,1320,3629,10586,-6,13
44,437,653991,653991,1390284026.74,1390284026.74,62,1136,2203,-2078,1228,2494,-7421,1,1
24,215,654003,654003,1390284032.74,1390284032.74,62,1076,3492,4191,1051,3787,11933,-1,1
24,25,654003,654020,1390284032.74,1390284041.24,62,1123,3467,1746,1271,3610,13343,-8,17
192,118,654015,654016,1390284038.74,1390284039.24,62,994,1828,2407,1310,1737,17079,0,2
25,44,654019,654021,1390284040.74,1390284041.74,62,1277,3735,14894,1502,3638,-16078,-2,2
24,44,654023,654025,1390284042.74,1390284043.74,62,1369,3508,1992,1442,3653,-17678,-2,3
25,44,654032,654033,1390284047.24,1390284047.74,62,883,3383,9794,1052,3652,15920,-2,2
24,437,654043,654053,1390284052.74,1390284057.74,62,1345,2334,17036,1228,2495,-7275,11,11
25,44,654076,654089,1390284069.24,1390284075.74,62,807,3734,-441,965,3807,-11671,11,11
24,25,654123,654133,1390284092.74,1390284097.74,62,752,3285,-8945,582,3328,1605,-10,10
24,25,654138,654143,1390284100.24,1390284102.74,62,775,3305,-7890,557,3271,3907,-5,5
192,437,654178,654179,1390284120.24,1390284120.74,62,1072,2346,-1941,1233,2497,-7320,2,2
24,437,654188,654195,1390284125.24,1390284128.74,62,1370,2379,17316,1204,2476,-8934,8,8
24,44,654228,654231,1390284145.24,1390284146.74,62,789,2636,-9632,586,2807,3568,-2,4
44,263,654273,654273,1390284167.73,1390284167.73,62,2324,1998,-2878,2238,1723,-10157,-1,1
44,215,654373,654373,1390284217.73,1390284217.73,62,933,1858,-10278,961,2104,6633,0,1
