#Tag1,Tag2,Startframe,Stopframe,Starttime,Stoptime,Box,Xcoor1,Ycoor1,Angle1,Xcoor2,Ycorr2,Angle2,Direction,Detections
25,437,629583,629620,1390271823.17,1390271841.67,62,1546,2205,-12963,1359,2170,550,-15,29
25,215,629631,629673,1390271847.17,1390271868.15,62,1643,2148,-11678,1580,2343,5702,-7,43
220,437,629646,629653,1390271854.65,1390271858.15,62,260,2081,-1940,443,1969,-8659,1,8
220,437,629657,629660,1390271860.15,1390271861.65,62,260,2078,-2127,447,2230,14996,1,4
25,215,629681,629690,1390271872.15,1390271876.65,62,1641,2492,14457,1579,2320,5888,9,9
220,437,629694,629695,1390271878.65,1390271879.15,62,168,2145,-17678,127,1918,5028,2,2
25,215,629695,629716,1390271879.15,1390271889.65,62,1615,2499,13837,1579,2309,5821,17,17
215,220,629845,629849,1390271954.15,1390271956.15,62,1354,3631,253,1560,3399,6861,5,5
215,437,630192,630201,1390272127.65,1390272132.15,62,1447,2008,-3286,1475,1815,-13766,-8,8
25,437,630205,630209,1390272134.15,1390272136.15,62,1109,1887,8074,1294,1958,-14343,-5,5
215,437,630211,630215,1390272137.15,1390272139.15,62,1365,2208,-16690,1268,2027,-9504,-3,4
215,437,630227,630227,1390272145.15,1390272145.15,62,1022,2293,-12366,1195,2351,7778,-1,1
215,437,630257,630262,1390272160.15,1390272162.65,62,1123,2516,-2215,1243,2366,-11383,-4,4
25,592,631041,631060,1390272552.13,1390272561.63,62,1532,1598,-2505,1493,1723,14773,-4,20
215,437,631065,631074,1390272564.13,1390272568.63,62,886,3460,15907,739,3604,4753,-8,8
25,192,631066,631084,1390272564.63,1390272573.63,62,1526,1605,-1877,1643,1561,-17106,-9,16
192,592,631090,631090,1390272576.63,1390272576.63,62,483,2423,17607,409,2221,-9982,0,1
437,592,631095,631131,1390272579.13,1390272597.13,62,403,2628,11145,351,2442,-10857,8,34
437,592,631136,631137,1390272599.63,1390272600.13,62,424,2636,11428,287,2663,-9432,2,2
215,592,631144,631146,1390272603.63,1390272604.63,62,315,2961,15383,372,2834,-6232,-1,2
25,437,631165,631167,1390272614.13,1390272615.13,62,1072,1488,-738,1034,1692,8843,-3,3
44,215,631441,631448,1390272752.14,1390272755.64,62,1002,3763,5020,1243,3594,-14022,0,7
44,220,631481,631499,1390272772.14,1390272781.14,62,1371,1653,1366,1608,1566,-12427,-1,16
44,220,631514,631516,1390272788.64,1390272789.64,62,1418,1569,7320,1621,1548,-13428,-2,2
25,220,631646,631661,1390272854.62,1390272862.12,62,1563,1756,1207,1709,1602,-5109,9,16
25,44,631648,631694,1390272855.62,1390272878.62,62,1560,1762,1989,1508,1572,-8805,-43,43
25,44,631699,631700,1390272881.12,1390272881.62,62,1563,1767,2494,1396,1642,-12127,-2,2
25,220,631702,631750,1390272882.63,1390272906.63,62,1582,1729,3292,1726,1602,-5149,45,45
215,437,631727,631739,1390272895.13,1390272901.13,62,1177,3444,-2704,1089,3605,10896,-12,12
25,220,631758,631762,1390272910.63,1390272912.63,62,1461,1530,5893,1734,1602,-4957,5,5
25,220,631769,631779,1390272916.13,1390272921.13,62,1494,1602,816,1738,1601,-4978,9,9
25,220,631796,631951,1390272929.63,1390273007.11,62,1579,1654,-261,1761,1597,-5774,155,155
25,220,631977,631977,1390273020.11,1390273020.11,62,1524,1606,4594,1755,1582,-2878,1,1
25,220,632004,632193,1390273033.61,1390273128.11,62,1568,1464,-1166,1700,1467,11876,83,161
25,44,632058,632112,1390273060.61,1390273087.61,62,1568,1459,-1465,1579,1651,14027,-39,41
220,592,632087,632097,1390273075.11,1390273080.11,62,1711,1468,12459,1850,1381,-10435,-8,8
25,592,632088,632097,1390273075.61,1390273080.11,62,1569,1459,-1305,1848,1384,-11003,-4,5
220,592,632105,632105,1390273084.11,1390273084.11,62,1684,1472,11121,1819,1378,-13282,-1,1
25,592,632105,632105,1390273084.11,1390273084.11,62,1571,1454,-1305,1819,1378,-13282,0,1
220,592,632110,632142,1390273086.61,1390273102.61,62,1682,1462,11242,1824,1447,-10489,-28,28
25,592,632110,632112,1390273086.61,1390273087.61,62,1571,1453,-1138,1814,1406,-12047,0,3
44,215,632110,632113,1390273086.61,1390273088.11,62,1493,1620,16621,1447,1790,7783,-2,2
215,220,632118,632118,1390273090.61,1390273090.61,62,1585,1756,3533,1683,1467,11221,1,1
215,592,632121,632123,1390273092.11,1390273093.11,62,1791,1679,2933,1873,1444,-9582,0,3
215,592,632129,632138,1390273096.11,1390273100.61,62,1899,1577,8493,1799,1448,-10825,4,9
25,592,632129,632131,1390273096.11,1390273097.11,62,1572,1452,-971,1808,1451,-11648,0,3
25,592,632136,632138,1390273099.61,1390273100.61,62,1572,1450,-905,1784,1451,-10548,3,3
215,592,632153,632155,1390273108.11,1390273109.11,62,1768,1128,-17566,1978,1281,8917,-2,2
215,220,632155,632155,1390273109.11,1390273109.11,62,1753,1151,-15466,1673,1457,10721,1,1
215,220,632167,632167,1390273115.11,1390273115.11,62,1792,1374,-7666,1676,1459,11021,0,1
25,220,632220,632230,1390273141.61,1390273146.61,62,1604,1438,-5034,1724,1396,10057,7,11
24,25,632245,632245,1390273154.11,1390273154.11,62,1406,1832,7091,1589,1808,-11405,-1,1
24,220,632253,632255,1390273158.12,1390273159.12,62,1637,1543,451,1774,1378,9887,3,3
24,220,632265,632273,1390273164.12,1390273168.12,62,1754,1399,2705,1796,1394,10503,2,8
25,220,632287,632289,1390273175.12,1390273176.12,62,1838,1211,6594,1916,1020,-1410,3,3
25,220,632295,632312,1390273179.12,1390273187.62,62,1888,1196,4988,1984,1023,-2849,13,16
24,215,632295,632295,1390273179.12,1390273179.12,62,713,1463,-15108,868,1532,13733,-1,1
24,215,632298,632303,1390273180.62,1390273183.12,62,812,1778,-4914,871,1561,-16792,-1,5
24,592,632317,632323,1390273190.12,1390273193.12,62,384,432,15435,199,349,1778,-1,6
24,592,632325,632325,1390273194.12,1390273194.12,62,552,220,4591,254,332,-882,-1,1
24,592,632339,632340,1390273201.12,1390273201.62,62,253,146,-10608,319,329,-1582,2,2
24,25,632376,632376,1390273219.62,1390273219.62,62,897,1690,-11308,1099,1895,-2205,1,1
192,263,632379,632382,1390273221.12,1390273222.62,62,523,2508,5782,320,2733,4010,-3,3
25,215,632384,632387,1390273223.62,1390273225.12,62,1141,2274,-14155,887,2365,-441,0,4
192,215,632384,632384,1390273223.62,1390273223.62,62,577,2360,5407,895,2370,-566,1,1
192,263,632388,632388,1390273225.62,1390273225.62,62,816,2166,-92,516,2254,7942,-1,1
25,192,632389,632389,1390273226.12,1390273226.12,62,1132,2279,-14005,983,2137,-492,-1,1
25,263,632394,632395,1390273228.62,1390273229.12,62,1107,2305,17544,1036,2121,-3207,-2,2
25,215,632394,632394,1390273228.62,1390273228.62,62,1105,2305,17694,861,2378,-666,0,1
215,263,632396,632407,1390273229.62,1390273235.12,62,848,2377,-865,1054,2237,-4719,0,6
25,215,632408,632429,1390273235.62,1390273246.12,62,1119,2321,16764,844,2364,-541,0,20
192,263,632409,632412,1390273236.12,1390273237.62,62,1626,2141,-6883,1437,2006,135,-4,4
24,25,632410,632414,1390273236.62,1390273238.62,62,987,2174,756,1115,2315,17033,-3,5
192,263,632414,632416,1390273238.62,1390273239.62,62,1620,2562,-12342,1682,2311,-6106,-2,2
24,25,632420,632427,1390273241.62,1390273245.12,62,997,2410,-7955,1123,2326,16531,-5,8
24,215,632420,632426,1390273241.62,1390273244.62,62,983,2394,-8696,854,2347,-483,-5,6
24,263,632437,632441,1390273250.12,1390273252.12,62,1437,2505,-2459,1518,2657,-13336,5,5
24,25,632503,632506,1390273283.12,1390273284.62,62,112,3061,6952,115,2870,-7904,0,4
220,592,632521,632521,1390273292.12,1390273292.12,62,1891,1078,-9078,1754,946,4217,-1,1
192,263,632682,632688,1390273372.61,1390273375.61,62,1919,2642,10228,1761,2483,-4166,-3,7
192,263,632693,632693,1390273378.11,1390273378.11,62,1982,2325,13007,1902,2476,-1557,-1,1
215,220,632702,632709,1390273382.61,1390273386.11,62,1732,1268,6834,1885,1074,-8944,0,6
192,263,632707,632708,1390273385.11,1390273385.61,62,1356,2498,-12891,1558,2364,16692,-2,2
215,220,632719,632719,1390273391.11,1390273391.11,62,1734,1157,9733,1885,1048,-7978,1,1
192,592,632746,632749,1390273404.61,1390273406.11,62,1527,1907,15762,1384,2045,-5048,2,4
220,592,632889,632895,1390273476.11,1390273479.11,62,1900,1032,-7120,1955,1244,10002,0,7
220,592,632900,632906,1390273481.61,1390273484.61,62,1900,1027,-6992,1831,1187,13672,5,7
24,25,632904,632908,1390273483.61,1390273485.61,62,250,3560,-16687,77,3582,10159,5,5
24,220,632967,632967,1390273515.1,1390273515.1,62,2000,1211,-12908,1880,1030,-4978,-1,1
24,220,632991,632992,1390273527.1,1390273527.6,62,1894,805,-9958,1885,1023,-5078,2,2
437,592,633020,633023,1390273541.6,1390273543.1,62,899,1430,-5821,900,1613,-12982,2,2
437,592,633029,633037,1390273546.1,1390273550.1,62,892,1427,-6449,878,1608,-12624,7,7
24,592,633033,633045,1390273548.1,1390273554.1,62,776,1528,-2143,901,1625,-13471,12,12
24,437,633037,633037,1390273550.1,1390273550.1,62,826,1512,-308,893,1416,-6421,1,1
24,592,633055,633059,1390273559.1,1390273561.1,62,726,1666,-10837,653,1830,15392,4,4
24,437,633066,633067,1390273564.6,1390273565.1,62,1099,2258,-3258,1137,2125,-13270,-2,2
437,592,633130,633134,1390273596.6,1390273598.6,62,1115,1929,6998,1300,1755,-17224,1,5
24,437,633144,633157,1390273603.6,1390273610.1,62,634,1899,4014,836,1808,-15559,-1,13
24,437,633175,633177,1390273619.1,1390273620.1,62,608,1457,6141,660,1742,14078,-2,2
24,592,633179,633180,1390273621.1,1390273621.6,62,742,1506,-2358,816,1686,17217,2,2
437,592,633179,633184,1390273621.1,1390273623.6,62,641,1726,12738,797,1692,17577,-5,5
437,592,633200,633208,1390273631.6,1390273635.6,62,627,1753,12778,756,1694,-17230,-6,6
437,592,633219,633231,1390273641.1,1390273647.1,62,358,1708,-5746,565,1712,17550,-9,12
437,592,633252,633260,1390273657.6,1390273661.6,62,358,1696,-3763,540,1723,11883,6,9
437,592,633294,633297,1390273678.6,1390273680.1,62,505,1514,5502,581,1293,12166,4,4
24,220,633482,633482,1390273772.6,1390273772.6,62,1759,918,7091,1906,1019,-8378,1,1
25,592,633515,633543,1390273789.1,1390273803.1,62,309,2018,5668,480,1819,-12040,0,29
25,592,633561,633587,1390273812.1,1390273825.1,62,90,1855,11060,253,1875,17652,-26,26
25,592,633606,633608,1390273834.59,1390273835.59,62,310,1796,-1505,38,1874,4667,-2,2
25,220,633610,633611,1390273836.59,1390273837.09,62,488,1855,-405,707,1970,-15378,1,2
25,592,633626,633626,1390273844.59,1390273844.59,62,1127,1675,7894,963,1467,1917,-1,1
24,220,633661,633665,1390273862.09,1390273864.09,62,177,364,-13181,19,482,10220,4,4
25,592,633663,633665,1390273863.09,1390273864.09,62,1123,1734,9926,1038,1471,-2815,1,3
215,437,633666,633675,1390273864.59,1390273869.09,62,1775,4172,6682,1601,4098,-10,-8,8
215,437,633682,633684,1390273872.59,1390273873.59,62,1789,4176,5032,1967,4158,-8720,3,3
215,437,633694,633696,1390273878.59,1390273879.59,62,1863,3965,6532,2024,4118,11778,-3,3
24,592,633695,633696,1390273879.09,1390273879.59,62,1946,1397,-8158,1976,1558,1117,2,2
24,592,633698,633698,1390273880.59,1390273880.59,62,1864,1590,-8808,1988,1573,7817,1,1
25,437,633724,633771,1390273893.59,1390273917.09,62,1356,354,9622,1514,226,-17728,-5,42
25,437,633776,633785,1390273919.59,1390273924.09,62,1313,353,9404,1459,387,-12541,-10,10
24,220,633884,633888,1390273973.59,1390273975.59,62,1965,3120,12071,1881,3008,-11618,5,5
24,25,633912,633915,1390273987.59,1390273989.09,62,1227,1655,-17458,1099,1537,2344,1,2
192,49,634443,634444,1390274253.08,1390274253.58,62,939,4388,-6742,742,4243,-1105,-2,2
192,49,634456,634458,1390274259.58,1390274260.58,62,1371,3894,11706,1286,4068,5594,-2,2
24,192,634491,634491,1390274277.08,1390274277.08,62,1389,3493,6891,1392,3335,11407,1,1
24,49,634494,634494,1390274278.58,1390274278.58,62,1358,3445,13091,1238,3354,8194,1,1
24,49,634514,634524,1390274288.58,1390274293.58,62,1108,3396,1473,1245,3358,8654,10,10
24,192,634541,634542,1390274302.08,1390274302.58,62,1202,3359,6791,1394,3334,11757,0,2
24,192,634548,634548,1390274305.58,1390274305.58,62,1266,3400,4391,1394,3334,11907,1,1
25,220,634551,634551,1390274307.08,1390274307.08,62,1035,1476,-2905,765,1378,2021,-1,1
220,592,634608,634612,1390274335.57,1390274337.57,62,878,1981,-6938,714,2105,-1082,1,5
24,192,634654,634654,1390274358.57,1390274358.57,62,1804,3211,3691,1925,2993,9207,1,1
24,192,634660,634665,1390274361.57,1390274364.07,62,1819,2938,11831,1649,2804,17286,5,5
24,592,634690,634706,1390274376.57,1390274384.57,62,368,1236,-9944,305,1386,12224,5,17
24,592,634731,634743,1390274397.07,1390274403.07,62,613,1474,15572,430,1474,-6400,11,11
25,220,634733,634733,1390274398.07,1390274398.07,62,1781,4186,5494,1804,4485,14821,-1,1
24,592,634752,634767,1390274407.57,1390274415.07,62,554,1443,16520,408,1492,-3702,0,10
24,192,634794,634795,1390274428.57,1390274429.07,62,1898,2721,-9658,1650,2806,17607,2,2
24,49,634805,634807,1390274434.07,1390274435.07,62,1152,3532,957,1259,3361,9160,3,3
24,49,634840,634840,1390274451.57,1390274451.57,62,1202,3468,2491,1249,3365,8494,1,1
24,192,634862,634870,1390274462.57,1390274466.57,62,1839,2905,10728,1653,2804,17644,8,8
49,592,635091,635095,1390274577.07,1390274579.07,62,1395,3506,409,1554,3439,13982,1,4
49,592,635110,635111,1390274586.57,1390274587.07,62,1633,3416,-10905,1444,3472,6266,-1,2
49,592,635132,635132,1390274597.57,1390274597.57,62,1418,3586,17794,1399,3357,6317,1,1
49,592,635287,635287,1390274675.06,1390274675.06,62,416,2076,-13005,325,1884,-1382,-1,1
24,592,635292,635314,1390274677.56,1390274688.56,62,372,1860,-13912,289,1951,-876,7,21
24,592,635341,635360,1390274702.06,1390274711.56,62,133,1812,10079,167,1716,-5847,14,19
24,592,635365,635368,1390274714.06,1390274715.56,62,224,1743,166,347,1664,-7682,4,4
24,592,635837,635837,1390274950.05,1390274950.05,62,1069,1724,7191,1118,1512,-5982,0,1
24,437,637350,637352,1390275706.53,1390275707.53,62,635,1866,8958,756,2152,15070,-3,3
24,215,637350,637352,1390275706.53,1390275707.53,62,636,1862,8891,522,1734,-14665,2,2
215,437,637353,637354,1390275708.03,1390275708.53,62,460,1832,-11066,589,2050,15678,1,2
24,25,637434,637434,1390275748.53,1390275748.53,62,1442,1798,-4208,1517,1861,-9705,1,1
24,25,637451,637457,1390275757.03,1390275760.03,62,1564,1973,-1117,1578,1883,-6530,0,4
25,192,637466,637469,1390275764.53,1390275766.03,62,1563,1849,-5554,1658,1685,-10766,-4,4
24,192,637466,637478,1390275764.53,1390275770.53,62,1785,1881,14997,1676,1695,-9647,1,13
24,25,637466,637472,1390275764.53,1390275767.53,62,1788,1880,15819,1561,1849,-5633,3,7
25,192,637477,637477,1390275770.03,1390275770.03,62,1492,1828,-6105,1659,1730,-11792,-1,1
25,192,637481,637481,1390275772.03,1390275772.03,62,1490,1856,-5205,1538,2047,-13292,1,1
24,25,637488,637493,1390275775.53,1390275778.03,62,1673,1949,14314,1505,1835,-4921,-1,6
25,220,637526,637529,1390275794.53,1390275796.03,62,1705,1785,13445,1533,1823,-7232,4,4
25,220,637537,637537,1390275800.03,1390275800.03,62,1540,1681,14694,1458,1808,-4178,1,1
25,220,637582,637605,1390275822.51,1390275834.01,62,567,2230,3325,755,2105,15963,15,23
25,220,637626,637630,1390275844.51,1390275846.51,62,671,1571,4794,621,1356,-2399,0,5
24,25,637642,637643,1390275852.51,1390275853.01,62,1079,1509,14891,1008,1612,-2155,-1,2
25,437,637677,637677,1390275870.01,1390275870.01,62,888,1991,-705,957,1837,-7921,-1,1
25,220,638020,638023,1390276041.52,1390276043.02,62,200,810,-7980,338,1060,9295,0,4
24,220,638301,638315,1390276182.01,1390276189.01,62,2251,648,-10123,2254,867,7431,0,12
24,25,638769,638769,1390276416,1390276416,62,851,1635,3591,848,1369,13394,1,1
24,25,638845,638854,1390276454,1390276458.5,62,511,1346,-5074,734,1417,13297,-3,9
192,215,639263,639268,1390276663,1390276665.5,62,857,2688,-3016,845,2448,-7790,-4,4
192,215,639273,639273,1390276668,1390276668,62,853,2702,-2392,737,2502,-11266,-1,1
192,49,639362,639363,1390276712.5,1390276713,62,851,2704,-2292,716,2835,8444,-2,2
49,215,639380,639385,1390276721.5,1390276724,62,1874,2842,-12604,1702,2838,-6264,1,6
49,215,639390,639390,1390276726.5,1390276726.5,62,1692,2754,-17305,1724,2967,-2966,1,1
24,192,639473,639477,1390276767.99,1390276769.99,62,793,2575,-8677,815,2749,780,4,4
24,49,639494,639505,1390276778.49,1390276783.99,62,1845,2861,10646,1651,2771,-17705,9,9
24,49,639524,639528,1390276793.49,1390276795.49,62,1753,2848,13791,1649,2749,-16254,4,4
24,192,639532,639536,1390276797.49,1390276799.49,62,1621,2630,14522,1474,2487,-10823,1,3
24,192,639547,639547,1390276804.99,1390276804.99,62,1145,2324,-15608,931,2436,-10192,1,1
24,49,639556,639586,1390276809.49,1390276824.48,62,1628,2601,-5926,1640,2749,-16530,24,24
24,49,639605,639614,1390276833.98,1390276838.48,62,1785,2842,9611,1638,2746,-16785,10,10
24,49,639641,639647,1390276851.98,1390276854.98,62,1603,2622,-8393,1669,2774,-16437,4,7
24,49,639672,639673,1390276867.48,1390276867.98,62,824,3113,10440,688,2900,-7855,0,2
24,49,639688,639692,1390276875.48,1390276877.48,62,555,2849,-985,660,2725,-14334,3,3
24,437,639827,639837,1390276944.98,1390276949.98,62,771,3184,-1338,977,3204,4655,9,9
24,220,639874,639876,1390276968.48,1390276969.48,62,910,3220,11958,817,3457,5154,-3,3
24,437,639895,639895,1390276978.98,1390276978.98,62,743,3247,-3808,981,3211,5078,1,1
220,437,639926,639928,1390276994.48,1390276995.48,62,925,3469,14187,981,3211,5077,3,3
220,437,639938,639941,1390277000.48,1390277001.98,62,897,3481,14987,981,3211,5077,3,3
24,220,639940,639943,1390277001.48,1390277002.98,62,725,3321,-3456,897,3483,15145,0,4
24,437,639941,639952,1390277001.98,1390277007.48,62,749,3317,-2240,981,3211,5111,12,12
24,220,639954,639954,1390277008.48,1390277008.48,62,822,3392,-4208,673,3494,15021,1,1
49,437,639970,639973,1390277016.48,1390277017.98,62,770,3362,-754,982,3211,5128,4,4
49,437,639979,639981,1390277020.98,1390277021.98,62,796,3209,-2089,981,3211,5077,3,3
49,437,640010,640010,1390277036.48,1390277036.48,62,723,3275,-3905,983,3211,5178,1,1
24,437,640024,640026,1390277043.48,1390277044.48,62,928,3389,9924,983,3211,5178,3,3
24,220,640041,640041,1390277051.98,1390277051.98,62,777,3600,12891,544,3583,-17878,1,1
24,220,640078,640078,1390277070.48,1390277070.48,62,811,3655,11991,534,3572,16521,1,1
24,220,640088,640144,1390277075.48,1390277103.48,62,461,3651,11071,476,3487,-16956,38,52
49,220,640095,640103,1390277078.98,1390277082.98,62,303,3397,-5760,465,3511,-16564,0,9
24,49,640098,640103,1390277080.48,1390277082.98,62,473,3639,9724,319,3411,-4387,-1,6
24,49,640107,640107,1390277084.98,1390277084.98,62,480,3656,10891,670,3749,-12605,-1,1
24,49,640142,640149,1390277102.48,1390277105.98,62,427,3662,14892,199,3565,-3748,-1,7
49,220,640144,640147,1390277103.48,1390277104.98,62,197,3511,-2471,472,3469,-16644,1,3
49,437,640153,640153,1390277107.98,1390277107.98,62,870,3687,6494,932,3512,-3421,1,1
24,220,640157,640157,1390277109.98,1390277109.98,62,162,3518,10591,155,3326,15521,1,1
24,220,640167,640178,1390277114.98,1390277120.48,62,147,3479,10166,152,3331,16545,7,8
24,220,640186,640187,1390277124.48,1390277124.98,62,201,3506,7041,140,3333,14621,2,2
49,220,640468,640468,1390277265.47,1390277265.47,62,50,3433,7194,180,3297,15521,1,1
49,220,640475,640475,1390277268.97,1390277268.97,62,388,3390,10994,183,3296,15721,1,1
49,220,640513,640516,1390277287.97,1390277289.47,62,252,3501,12313,174,3346,-4028,0,4
49,220,640729,640743,1390277395.96,1390277402.96,62,370,3144,-3401,366,3355,10385,-5,14
25,220,640740,640740,1390277401.46,1390277401.46,62,408,3595,14994,365,3358,10421,1,1
24,49,640741,640748,1390277401.96,1390277405.46,62,655,3242,-16596,586,3146,-1219,-4,4
49,220,640757,640758,1390277409.96,1390277410.46,62,422,3096,-8155,387,3322,12271,-1,2
24,220,640757,640788,1390277409.96,1390277425.46,62,450,3316,-17690,312,3247,4538,27,27
24,49,640763,640766,1390277412.96,1390277414.46,62,471,3332,-16983,582,3148,-7410,-4,4
24,25,640769,640778,1390277415.96,1390277420.46,62,459,3326,-17937,391,3509,12708,0,7
24,49,640793,640797,1390277427.96,1390277429.96,62,481,3399,14814,256,3422,4575,-2,5
24,220,640797,640804,1390277429.96,1390277433.46,62,411,3193,14024,323,3241,5425,-1,8
49,220,640799,640799,1390277430.96,1390277430.96,62,348,3319,9394,327,3240,4821,1,1
49,220,640804,640804,1390277433.46,1390277433.46,62,460,3116,12494,306,3236,7821,0,1
24,49,640804,640804,1390277433.46,1390277433.46,62,177,3061,-17208,460,3116,12494,-1,1
24,25,640810,640815,1390277436.46,1390277438.96,62,358,3509,-1448,474,3418,14994,3,5
24,220,640811,640814,1390277436.96,1390277438.46,62,367,3520,-1757,263,3286,-11327,-4,4
25,220,640819,640838,1390277440.96,1390277450.46,62,464,3369,-16654,253,3277,-10605,-18,18
24,25,640824,640838,1390277443.46,1390277450.46,62,458,3533,4943,463,3361,-16504,10,10
24,220,640859,640876,1390277460.96,1390277469.46,62,219,3388,9392,255,3270,-10007,0,17
25,220,640862,640867,1390277462.46,1390277464.96,62,458,3354,-16738,235,3259,-9828,-6,6
25,220,640872,640883,1390277467.46,1390277472.96,62,485,3358,-16959,306,3353,-9426,11,11
24,25,640874,640885,1390277468.46,1390277473.96,62,210,3303,813,487,3354,-17220,-1,7
24,220,640883,640883,1390277472.96,1390277472.96,62,171,3326,1091,361,3533,-6378,1,1
25,437,640897,640898,1390277479.96,1390277480.46,62,474,3338,16794,607,3202,-8921,-2,2
24,437,640899,640908,1390277480.96,1390277485.46,62,459,3546,164,567,3556,-13837,0,9
24,25,640903,640913,1390277482.96,1390277487.96,62,477,3555,-1096,414,3377,-14485,-10,10
25,437,640908,640913,1390277485.46,1390277487.96,62,410,3369,-14367,316,3621,12848,-3,5
24,25,640988,641003,1390277525.46,1390277532.96,62,749,3274,-10491,611,3366,5356,-3,16
24,220,641000,641011,1390277531.46,1390277536.96,62,797,3286,-7626,939,3423,12780,-3,10
24,25,641010,641011,1390277536.46,1390277536.96,62,847,3302,-6308,631,3341,5094,-2,2
24,49,641022,641031,1390277542.46,1390277546.96,62,724,3817,-15297,519,3880,1181,1,10
24,220,641071,641089,1390277566.96,1390277575.96,62,236,3247,-15514,121,3329,-8816,18,18
24,220,641105,641108,1390277583.96,1390277585.46,62,144,3517,15918,115,3347,-10178,-2,4
24,220,641277,641298,1390277669.97,1390277680.47,62,83,3492,9604,135,3345,-9019,2,22
24,220,641313,641313,1390277687.97,1390277687.97,62,199,3293,-9708,207,3375,-4778,1,1
192,220,641347,641355,1390277704.97,1390277708.97,62,1030,3262,2018,742,3374,7187,-9,9
192,220,641425,641439,1390277743.97,1390277750.97,62,967,3274,2613,835,3482,9472,-15,15
24,220,641561,641572,1390277811.94,1390277817.44,62,776,1275,-4758,834,1410,2939,8,8
24,220,641646,641658,1390277854.44,1390277860.44,62,1743,1160,-9223,1650,1371,8213,0,13
24,220,641669,641674,1390277865.94,1390277868.44,62,1798,1331,-12725,1643,1366,7987,6,6
24,192,641784,641789,1390277923.44,1390277925.94,62,778,1448,-15075,631,1585,8415,1,4
24,220,642405,642405,1390278233.95,1390278233.95,62,1941,1271,16991,1676,1401,9021,-1,1
24,220,642411,642420,1390278236.95,1390278241.45,62,1741,1185,-14585,1680,1408,9050,1,10
24,220,642425,642438,1390278243.95,1390278250.45,62,1796,1407,-10547,1665,1428,9292,8,14
49,220,642433,642434,1390278247.95,1390278248.45,62,1549,1687,3544,1659,1428,9021,2,2
24,49,642435,642435,1390278248.95,1390278248.95,62,1817,1494,-12408,1570,1634,5294,0,1
24,49,642443,642444,1390278252.95,1390278253.45,62,1708,1595,-16808,1551,1432,8194,2,2
49,220,642448,642448,1390278255.45,1390278255.45,62,1805,1241,-605,1682,1425,8921,-1,1
49,437,642467,642467,1390278264.95,1390278264.95,62,1811,955,12694,1694,672,-7421,0,1
220,437,642557,642560,1390278309.93,1390278311.44,62,1682,1386,8370,1863,1213,-13668,-1,4
192,220,642641,642643,1390278351.92,1390278352.92,62,1503,1481,3339,1681,1403,9921,3,3
24,25,642654,642660,1390278358.42,1390278361.42,62,951,1495,-5716,1077,1567,9409,-2,6
24,437,642671,642671,1390278366.92,1390278366.92,62,1536,2294,-4308,1521,2606,-11721,1,1
24,437,642677,642681,1390278369.92,1390278371.92,62,1564,2390,-6607,1520,2605,-11681,5,5
24,437,642767,642776,1390278414.92,1390278419.42,62,1514,2407,-3787,1522,2606,-11830,10,10
24,220,642807,642808,1390278434.92,1390278435.42,62,1099,2405,2040,1183,2224,-4178,-1,2
24,437,642810,642816,1390278436.42,1390278439.42,62,1509,2415,-2636,1522,2606,-11820,7,7
220,437,642833,642836,1390278447.92,1390278449.42,62,1532,2359,-4653,1521,2606,-11771,4,4
220,437,642843,642843,1390278452.92,1390278452.92,62,1598,2383,-5678,1521,2606,-11821,1,1
25,220,642851,642857,1390278456.92,1390278459.92,62,1441,2179,479,1567,2383,-11505,7,7
24,220,642869,642886,1390278465.92,1390278474.42,62,1138,2271,256,1307,2349,17543,0,18
25,220,642934,642946,1390278498.43,1390278504.43,62,823,1461,-8669,656,1532,11594,8,11
24,437,642940,642951,1390278501.43,1390278506.93,62,1719,2492,15868,1521,2606,-11732,9,9
24,437,643012,643013,1390278537.43,1390278537.93,62,1661,2733,13441,1576,2527,-11920,1,2
24,437,643057,643057,1390278559.93,1390278559.93,62,1920,2791,5491,2014,2931,-14021,-1,1
25,220,643130,643134,1390278596.43,1390278598.43,62,1940,1078,520,1863,885,-9098,-5,5
25,220,643141,643142,1390278601.93,1390278602.43,62,2083,1010,1794,1861,918,-9478,-2,2
24,220,643425,643428,1390278743.93,1390278745.43,62,1870,622,-12182,1770,902,9920,0,4
49,220,643495,643495,1390278778.92,1390278778.92,62,1890,1003,9794,1950,741,3921,1,1
25,49,643497,643497,1390278779.92,1390278779.92,62,1716,724,-305,1801,910,11994,-1,1
24,220,643500,643504,1390278781.42,1390278783.42,62,1821,678,-5641,1965,752,4254,3,3
49,220,643513,643551,1390278787.92,1390278806.92,62,1934,536,-6855,1938,616,8391,12,25
25,220,643520,643521,1390278791.42,1390278791.92,62,1721,725,-905,1958,599,7720,2,2
25,49,643520,643520,1390278791.42,1390278791.42,62,1720,727,-905,1796,550,-5605,1,1
25,220,643531,643547,1390278796.92,1390278804.92,62,1762,655,2331,1927,618,8512,12,12
25,49,643532,643534,1390278797.42,1390278798.42,62,1767,659,2094,2054,526,-10155,-2,2
25,49,643540,643546,1390278801.42,1390278804.42,62,1759,655,2253,2035,531,-10865,-4,5
25,220,643560,643560,1390278811.42,1390278811.42,62,1768,194,2494,1843,399,7021,1,1
25,220,643570,643586,1390278816.41,1390278824.4,62,1732,286,-191,1947,251,6255,15,15
